t_in,t_out,lado,entry,exit,tp,sl,pnl,motivo,z,p_up,p_mc,atr,expansion,bars,eq,year
2026-04-16 15:00:00+00:00,2026-04-16 16:30:00+00:00,1,4806.79,4796.012285714286,4833.734285714286,4796.012285714286,-11.077714285713956,SL,2.1674556434062278,0.994452952864485,0.38425,13.472142857142769,1,6,-14.892857142856336,2026
2026-05-01 13:30:00+00:00,2026-05-01 13:45:00+00:00,1,4607.97,4599.3877142857145,4629.425714285715,4599.3877142857145,-8.882285714285718,SL,2.286018767601533,0.6159879963539354,0.4005,10.727857142857179,1,1,-23.775142857142054,2026
2026-05-01 14:00:00+00:00,2026-05-01 14:15:00+00:00,1,4656.18,4644.776000000001,4684.6900000000005,4644.776000000001,-11.703999999999542,SL,2.775443792952091,0.9964983588172699,0.5095,14.25499999999998,1,1,-35.479142857141596,2026
2026-06-17 14:15:00+00:00,2026-06-17 14:30:00+00:00,1,4360.31,4354.199714285714,4375.585714285715,4354.199714285714,-6.410285714285965,SL,3.2353638417976835,0.9993333314241424,0.49550000000000005,7.637857142857099,1,1,-41.88942857142756,2026
2026-07-01 13:15:00+00:00,2026-07-01 13:30:00+00:00,1,4046.88,4069.6414285714286,4069.6414285714286,4037.7754285714286,22.461428571428495,TP,3.2512246381517373,0.999198107944031,0.48975,11.38071428571428,1,1,-19.427999999999063,2026
2026-07-17 13:30:00+00:00,2026-07-17 15:00:00+00:00,1,3985.02,4006.4057142857146,4006.4057142857146,3976.465714285714,21.085714285714584,TP,2.3644542035434086,0.956166865390811,0.36075,10.692857142857195,1,6,1.657714285715521,2026
2026-07-21 14:00:00+00:00,2026-07-21 15:30:00+00:00,1,4065.89,4082.905714285714,4082.905714285714,4059.083714285714,16.71571428571424,TP,2.319950437192983,0.637540958284926,0.63325,8.507857142857185,1,6,18.37342857142976,2026
2026-07-22 13:00:00+00:00,2026-07-22 13:30:00+00:00,1,4125.77,4141.281428571429,4141.281428571429,4119.565428571429,15.21142857142895,TP,2.3812541780248577,0.9888631036478583,0.63225,7.755714285714346,1,2,33.58485714285871,2026
2026-07-24 13:45:00+00:00,2026-07-24 14:00:00+00:00,1,4067.53,4061.4677142857145,4082.6857142857148,4061.4677142857145,-6.362285714285735,SL,2.5253099480631844,0.9680922487963408,0.4435,7.5778571428571855,1,1,27.222571428572973,2026
2026-08-05 14:00:00+00:00,2026-08-05 15:00:00+00:00,1,4229.67,4257.645714285714,4257.645714285714,4218.479714285714,27.675714285714275,TP,2.2204850312637245,0.999360714854604,0.777,13.987857142857072,1,4,54.89828571428725,2026
2026-09-02 13:30:00+00:00,2026-09-02 13:45:00+00:00,1,4378.18,4369.052000000001,4401.0,4369.052000000001,-9.427999999999702,SL,2.555966814892668,0.9279683427069851,0.472,11.40999999999992,1,1,45.47028571428754,2026
2026-09-09 13:15:00+00:00,2026-09-09 13:30:00+00:00,1,4429.58,4422.521714285715,4447.225714285714,4422.521714285715,-7.358285714285375,SL,2.560158552447892,0.9993478238610383,0.52875,8.82285714285724,1,1,38.11200000000217,2026
